TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,HourOfDay,day_of_week,day_name,month,month_name,quarter,is_weekend,is_night,is_biz_hours,HoursSincePrev,days_since_last_txn,TransactionType_code,Channel_code,Occupation_code,amount_to_balance_ratio,balance_after_transaction,high_login_attempts,very_high_login_attempts,extreme_login_attempts,long_duration,very_long_duration,high_amount,very_high_amount,extreme_amount,low_balance,very_low_balance,negative_balance_after,age_category,prediction,anomaly_score,is_fraud,risk_index,fraud_confidence,risk_level
TX000623,AC00354,1162.42,23-08-2023 16:35,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,04-11-2024 08:09,16,2,Wednesday,8,August,3,0,0,1,10527.5575,-439,1,1,0,0.112221551,9194.84,0,0,0,0,0,1,1,1,0,0,0,Middle (26-40),1,-0.552925277,Normal,0.468663648,0.552925277,High
TX000624,AC00290,342.17,14-12-2023 16:09,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,04-11-2024 08:08,16,3,Thursday,12,December,4,0,0,1,7815.980556,-326,1,2,3,0.739299527,119.66,0,0,0,1,1,0,0,0,1,1,0,Young (18-25),1,-0.585033615,Normal,0.561687774,0.585033615,High
TX000625,AC00425,580.71,20-09-2023 16:37,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670,04-11-2024 08:10,16,2,Wednesday,9,September,3,0,0,1,9855.551667,-411,0,0,1,0.102399929,5089.29,0,0,0,0,0,1,0,0,0,0,0,Senior (41-60),1,-0.42829643,Normal,0.107589537,0.42829643,Medium
TX000626,AC00370,821.54,22-08-2023 18:11,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,04-11-2024 08:11,18,1,Tuesday,8,August,3,0,0,0,10550.01139,-440,1,2,2,0.203285065,3218.78,0,0,0,0,0,1,1,0,0,0,0,Elderly (60+),1,-0.564295288,Normal,0.501604789,0.564295288,High
TX000627,AC00454,253.47,14-06-2023 17:07,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,04-11-2024 08:08,17,2,Wednesday,6,June,2,0,0,1,12207.01778,-509,0,2,3,1.144282425,-32.96,0,0,0,1,1,0,0,0,1,1,1,Young (18-25),1,-0.58677566,Normal,0.566734816,0.58677566,High
TX000628,AC00403,22.81,29-05-2023 17:53,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,04-11-2024 08:07,17,0,Monday,5,May,2,0,0,1,12590.24889,-525,0,1,2,0.006273791,3611.95,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.404579042,Normal,0.038875632,0.404579042,Medium
TX000629,AC00358,266.57,03-07-2023 17:56,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,04-11-2024 08:07,17,0,Monday,7,July,3,0,0,1,11750.16972,-490,1,1,1,0.03711909,6913.91,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.419586517,Normal,0.082355217,0.419586517,Medium
TX000630,AC00296,374.61,29-08-2023 18:30,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,04-11-2024 08:11,18,1,Tuesday,8,August,3,0,0,0,10381.68,-433,1,1,2,0.269366007,1015.1,0,0,0,0,0,0,0,0,1,0,0,Elderly (60+),1,-0.531179131,Normal,0.405660815,0.531179131,High
TX000631,AC00393,339.35,03-02-2023 16:08,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,04-11-2024 08:08,16,4,Friday,2,February,1,0,0,1,15351.99167,-640,1,0,2,0.067819813,4663.35,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.472799416,Normal,0.236523378,0.472799416,Medium
TX000632,AC00223,810.36,17-01-2023 16:59,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,04-11-2024 08:07,16,1,Tuesday,1,January,1,0,0,1,15759.13778,-657,0,0,3,0.08770016,8428.76,0,0,0,0,0,1,1,0,0,0,0,Young (18-25),1,-0.528118736,Normal,0.396794252,0.528118736,High
TX000633,AC00487,9.83,24-07-2023 17:04,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,04-11-2024 08:09,17,0,Monday,7,July,3,0,0,1,11247.07944,-469,0,0,3,0.014728357,656.59,0,0,0,0,0,0,0,0,1,1,0,Young (18-25),1,-0.485897584,Normal,0.274471331,0.485897584,Medium
TX000634,AC00215,135.57,14-06-2023 17:17,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,04-11-2024 08:11,17,2,Wednesday,6,June,2,0,0,1,12206.90278,-509,1,2,0,0.011941716,11216.07,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.441374663,Normal,0.145479733,0.441374663,Medium
TX000635,AC00275,340.05,27-10-2023 17:26,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,04-11-2024 08:07,17,4,Friday,10,October,4,0,0,1,8966.680556,-374,0,0,1,0.046999717,6894.1,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.431926318,Normal,0.118106032,0.431926318,Medium
TX000636,AC00482,283.45,17-10-2023 17:24,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,04-11-2024 08:08,17,1,Tuesday,10,October,4,0,0,1,9206.734444,-384,0,2,1,0.138233903,1766.06,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.428480912,Normal,0.108124017,0.428480912,Medium
TX000637,AC00357,100.99,29-05-2023 16:20,Debit,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1,8865.27,04-11-2024 08:09,16,0,Monday,5,May,2,0,0,1,12591.81194,-525,0,0,0,0.011390359,8764.28,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.41396753,Normal,0.066075915,0.41396753,Medium
TX000638,AC00026,90.88,20-02-2023 16:48,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,04-11-2024 08:07,16,0,Monday,2,February,1,0,0,1,14943.30667,-623,0,2,3,0.023246118,3817.59,0,0,0,1,0,0,0,0,0,0,0,Young (18-25),1,-0.461044809,Normal,0.202467987,0.461044809,Medium
TX000639,AC00416,655.15,02-01-2023 16:22,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,04-11-2024 08:07,16,0,Monday,1,January,1,0,0,1,16119.73917,-672,0,0,1,0.117233074,4932.29,0,0,0,1,1,1,0,0,0,0,0,Middle (26-40),1,-0.536419831,Normal,0.420844146,0.536419831,High
TX000640,AC00058,320.55,01-05-2023 17:11,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,04-11-2024 08:08,17,0,Monday,5,May,2,0,0,1,13262.94083,-553,0,1,1,0.728936896,118.2,0,0,0,0,0,0,0,0,1,1,0,Senior (41-60),1,-0.495825871,Normal,0.303235517,0.495825871,Medium
TX000641,AC00170,41.51,04-10-2023 16:47,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,04-11-2024 08:11,16,2,Wednesday,10,October,4,0,0,1,9519.405833,-397,0,1,3,0.067982312,568.09,0,0,0,0,0,0,0,0,1,1,0,Middle (26-40),1,-0.484469012,Normal,0.270332478,0.484469012,Medium
TX000642,AC00262,71.53,30-10-2023 16:49,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,04-11-2024 08:12,16,0,Monday,10,October,4,0,0,1,8895.376389,-371,1,2,2,0.029869756,2322.2,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.442721516,Normal,0.149381827,0.442721516,Medium
TX000643,AC00032,467.13,28-09-2023 17:18,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,04-11-2024 08:06,17,3,Thursday,9,September,3,0,0,1,9662.808889,-403,1,2,2,0.119292412,3447.71,0,0,0,0,0,1,0,0,0,0,0,Senior (41-60),1,-0.46008415,Normal,0.19968477,0.46008415,Medium
TX000644,AC00131,235.4,26-09-2023 17:02,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,04-11-2024 08:10,17,1,Tuesday,9,September,3,0,0,1,9711.13,-405,0,2,3,0.287297403,582.96,0,0,0,0,0,0,0,0,1,0,0,Middle (26-40),1,-0.439762318,Normal,0.140808455,0.439762318,Medium
TX000645,AC00176,159.32,16-01-2023 18:57,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,04-11-2024 08:10,18,0,Monday,1,January,1,0,0,0,15781.22194,-658,0,2,3,0.521608172,145.12,0,0,0,0,0,0,0,0,1,1,0,Young (18-25),1,-0.559598314,Normal,0.487996739,0.559598314,High
TX000646,AC00139,50.83,18-12-2023 16:06,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,04-11-2024 08:10,16,0,Monday,12,December,4,0,0,1,7720.064444,-322,1,1,0,0.005320051,9502.59,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.4611392,Normal,0.202741456,0.4611392,Medium
TX000647,AC00056,56.89,03-02-2023 18:03,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,04-11-2024 08:09,18,4,Friday,2,February,1,0,0,0,15350.09889,-640,1,2,1,0.018740509,2977.78,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.514478824,Normal,0.357276765,0.514478824,High
TX000648,AC00276,20.22,10-03-2023 18:26,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,04-11-2024 08:06,18,4,Friday,3,March,1,0,0,0,14509.67028,-605,0,0,1,0.003665487,5495.1,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.47780465,Normal,0.251024519,0.47780465,Medium
TX000649,AC00447,50.4,27-03-2023 17:02,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,04-11-2024 08:07,17,0,Monday,3,March,1,0,0,1,14103.07583,-588,0,2,0,0.030035578,1626.61,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.424439635,Normal,0.096415649,0.424439635,Medium
TX000650,AC00143,73.88,08-05-2023 17:42,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,04-11-2024 08:08,17,0,Monday,5,May,2,0,0,1,13094.42639,-546,0,2,2,0.01821252,3981.67,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.403912387,Normal,0.036944201,0.403912387,Medium
TX000651,AC00139,119.61,14-03-2023 16:21,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,04-11-2024 08:07,16,1,Tuesday,3,March,1,0,0,1,14415.77417,-601,0,0,0,0.012080671,9780.33,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.423560357,Normal,0.093868209,0.423560357,Medium
TX000652,AC00208,1241.05,21-11-2023 16:26,Debit,Miami,D000105,156.96.135.18,M089,Branch,18,Student,129,1,756.74,04-11-2024 08:11,16,1,Tuesday,11,November,4,0,0,1,8367.751944,-349,0,2,3,1.637830918,-484.31,0,0,0,0,0,1,1,1,1,0,1,Young (18-25),-1,-0.629539306,FRAUD,0.690629452,0.629539306,Critical
TX000653,AC00426,116.58,31-08-2023 16:38,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,04-11-2024 08:06,16,3,Thursday,8,August,3,0,0,1,10335.47556,-431,0,2,1,0.044466652,2504.16,0,0,0,1,1,0,0,0,0,0,0,Senior (41-60),1,-0.457160676,Normal,0.191214894,0.457160676,Medium
TX000654,AC00423,1919.11,27-06-2023 17:48,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,04-11-2024 08:10,17,1,Tuesday,6,June,2,0,0,1,11894.36722,-496,0,0,0,0.173029346,9171.13,0,0,0,1,0,1,1,1,0,0,0,Middle (26-40),1,-0.578032452,Normal,0.541404037,0.578032452,High
TX000655,AC00381,391.96,19-06-2023 16:21,Debit,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,04-11-2024 08:06,16,0,Monday,6,June,2,0,0,1,12087.74694,-504,0,0,2,0.180198238,1782.2,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.413231492,Normal,0.063943471,0.413231492,Medium
TX000656,AC00458,156.26,02-01-2023 17:49,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,04-11-2024 08:09,17,0,Monday,1,January,1,0,0,1,16118.32917,-672,1,2,1,0.019892808,7697.84,0,0,0,1,0,0,0,0,0,0,0,Senior (41-60),1,-0.467002702,Normal,0.219729168,0.467002702,Medium
TX000657,AC00014,427,31-07-2023 17:04,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,04-11-2024 08:07,17,0,Monday,7,July,3,0,0,1,11079.05028,-462,1,2,1,0.05172842,7826.65,0,0,0,1,0,1,0,0,0,0,0,Senior (41-60),1,-0.471351815,Normal,0.232329396,0.471351815,Medium
TX000658,AC00071,443.68,25-04-2023 18:58,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,04-11-2024 08:10,18,1,Tuesday,4,April,2,0,0,0,13405.19833,-559,0,0,3,0.506975947,430.47,0,0,0,0,0,1,0,0,1,0,0,Young (18-25),1,-0.524297482,Normal,0.385723334,0.524297482,High
TX000659,AC00054,101.76,20-02-2023 17:27,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,04-11-2024 08:11,17,0,Monday,2,February,1,0,0,1,14942.72889,-623,0,2,0,0.016835836,5941.49,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.426988585,Normal,0.103800455,0.426988585,Medium
TX000660,AC00182,67.57,17-08-2023 16:44,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,04-11-2024 08:11,16,3,Thursday,8,August,3,0,0,1,10671.44361,-445,0,2,1,0.02441889,2698.55,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.398545645,Normal,0.021395703,0.398545645,Low
TX000661,AC00257,326.29,06-12-2023 17:10,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,04-11-2024 08:10,17,2,Wednesday,12,December,4,0,0,1,8007.0025,-334,0,1,1,0.039926532,7844.97,0,0,0,1,0,0,0,0,0,0,0,Senior (41-60),1,-0.44658836,Normal,0.16058483,0.44658836,Medium
TX000662,AC00006,158.56,28-02-2023 17:28,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,04-11-2024 08:10,17,1,Tuesday,2,February,1,0,0,1,14750.70972,-615,0,0,0,0.029350951,5242.65,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.420930028,Normal,0.086247633,0.420930028,Medium
TX000663,AC00424,56.02,19-06-2023 17:50,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,04-11-2024 08:07,17,0,Monday,6,June,2,0,0,1,12086.29139,-504,0,1,3,0.015784639,3492,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.414035338,Normal,0.066272367,0.414035338,Medium
TX000664,AC00131,288.28,17-01-2023 17:11,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,04-11-2024 08:06,17,1,Tuesday,1,January,1,0,0,1,15758.91917,-657,0,1,3,1.781375518,-127.45,0,0,0,0,0,0,0,0,1,1,1,Middle (26-40),1,-0.569032021,Normal,0.51532803,0.569032021,High
TX000665,AC00133,245.67,02-01-2023 18:35,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,04-11-2024 08:07,18,0,Monday,1,January,1,0,0,0,16117.54389,-672,1,2,3,0.326146698,506.58,0,0,0,0,0,0,0,0,1,0,0,Young (18-25),1,-0.541924927,Normal,0.436793486,0.541924927,High
TX000666,AC00393,152.18,07-08-2023 16:57,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,04-11-2024 08:10,16,0,Monday,8,August,3,0,0,1,10911.22444,-455,1,1,1,0.061840672,2307.66,1,1,1,1,0,0,0,0,0,0,0,Middle (26-40),1,-0.599085903,Normal,0.602399996,0.599085903,High
TX000667,AC00361,114.35,27-11-2023 16:16,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,04-11-2024 08:10,16,0,Monday,11,November,4,0,0,1,8223.898333,-343,1,2,1,0.24323577,354.77,0,0,0,0,0,0,0,0,1,1,0,Senior (41-60),1,-0.527969189,Normal,0.396360986,0.527969189,High
TX000668,AC00092,373.27,18-07-2023 18:03,Credit,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,04-11-2024 08:06,18,1,Tuesday,7,July,3,0,0,0,11390.05917,-475,1,1,0,0.044212631,8068.34,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.480872595,Normal,0.259912956,0.480872595,Medium
TX000669,AC00049,504.63,13-11-2023 17:07,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,04-11-2024 08:07,17,0,Monday,11,November,4,0,0,1,8559.011111,-357,0,1,1,0.132547621,3301.53,0,0,0,1,0,1,0,0,0,0,0,Senior (41-60),1,-0.463735212,Normal,0.210262609,0.463735212,Medium
TX000670,AC00023,126.22,04-05-2023 16:25,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,04-11-2024 08:07,16,3,Thursday,5,May,2,0,0,1,13191.70722,-550,0,0,1,0.020575736,6007.19,1,1,1,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.599767929,Normal,0.604375958,0.599767929,High
TX000671,AC00323,820.15,18-12-2023 16:33,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,04-11-2024 08:10,16,0,Monday,12,December,4,0,0,1,7719.625833,-322,0,2,0,0.093156837,7982.82,0,0,0,1,0,1,1,0,0,0,0,Senior (41-60),1,-0.536247399,Normal,0.420344578,0.536247399,High
TX000672,AC00372,986.81,31-03-2023 16:52,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,04-11-2024 08:09,16,4,Friday,3,March,1,0,0,1,14007.27611,-584,1,1,0,0.066305533,13894.96,0,0,0,0,0,1,1,1,0,0,0,Elderly (60+),1,-0.570531187,Normal,0.519671406,0.570531187,High
TX000673,AC00497,8.37,12-01-2023 16:21,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,04-11-2024 08:11,16,3,Thursday,1,January,1,0,0,1,15879.83222,-662,0,0,2,0.007558654,1097.97,0,0,0,0,0,0,0,0,1,0,0,Elderly (60+),1,-0.471762361,Normal,0.233518827,0.471762361,Medium
TX000674,AC00130,197.49,03-07-2023 16:36,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,04-11-2024 08:06,16,0,Monday,7,July,3,0,0,1,11751.49861,-490,1,1,2,0.039448059,4807.84,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.417327258,Normal,0.075809704,0.417327258,Medium
TX000675,AC00034,637.97,23-10-2023 17:17,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,04-11-2024 08:07,17,0,Monday,10,October,4,0,0,1,9062.843889,-378,0,2,2,0.080247496,7311.06,0,0,0,0,0,1,0,0,0,0,0,Senior (41-60),1,-0.459714179,Normal,0.198612893,0.459714179,Medium
TX000676,AC00286,13.52,15-05-2023 16:51,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,04-11-2024 08:06,16,0,Monday,5,May,2,0,0,1,12927.25056,-539,0,0,3,0.051846455,246.25,0,0,0,0,0,0,0,0,1,1,0,Middle (26-40),1,-0.478455969,Normal,0.252911518,0.478455969,Medium
TX000677,AC00232,432.1,20-03-2023 16:28,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,04-11-2024 08:10,16,0,Monday,3,March,1,0,0,1,14271.69972,-595,0,0,1,0.204273625,1682.2,0,0,0,1,1,1,0,0,0,0,0,Senior (41-60),1,-0.511399165,Normal,0.34835439,0.511399165,High
TX000678,AC00182,375.17,08-06-2023 17:20,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,04-11-2024 08:11,17,3,Thursday,6,June,2,0,0,1,12350.8425,-515,0,0,1,0.068258647,5120.13,1,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.493501761,Normal,0.296502115,0.493501761,Medium
TX000679,AC00136,642.68,17-02-2023 16:57,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,04-11-2024 08:08,16,4,Friday,2,February,1,0,0,1,15015.19083,-626,0,2,0,0.07594482,7818.78,0,0,0,0,0,1,0,0,0,0,0,Senior (41-60),1,-0.474799569,Normal,0.242318213,0.474799569,Medium
TX000680,AC00101,78.44,21-11-2023 17:25,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,04-11-2024 08:10,17,1,Tuesday,11,November,4,0,0,1,8366.7525,-349,1,1,2,0.011414701,6792.4,0,0,0,1,1,0,0,0,0,0,0,Senior (41-60),1,-0.498716596,Normal,0.311610511,0.498716596,Medium
TX000681,AC00328,139.72,16-01-2023 17:53,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,04-11-2024 08:08,17,0,Monday,1,January,1,0,0,1,15782.25667,-658,0,2,1,0.027613576,4919.11,0,0,0,1,1,0,0,0,0,0,0,Senior (41-60),1,-0.480730148,Normal,0.259500259,0.480730148,Medium
TX000682,AC00356,499.99,02-08-2023 16:01,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885,04-11-2024 08:09,16,2,Wednesday,8,August,3,0,0,1,11032.13,-460,0,2,1,0.056267162,8385.01,0,0,0,1,1,1,0,0,0,0,0,Middle (26-40),1,-0.504766001,Normal,0.32913682,0.504766001,High
TX000683,AC00312,10.07,17-01-2023 16:47,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,04-11-2024 08:08,16,1,Tuesday,1,January,1,0,0,1,15759.35444,-657,0,1,3,0.018935334,520.74,0,0,0,0,0,0,0,0,1,1,0,Young (18-25),1,-0.503358921,Normal,0.325060233,0.503358921,High
TX000684,AC00242,120.62,27-02-2023 16:37,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,04-11-2024 08:06,16,0,Monday,2,February,1,0,0,1,14775.49111,-616,0,0,3,0.012858549,9258.91,0,0,0,0,0,0,0,0,0,0,0,Young (18-25),1,-0.440653203,Normal,0.143389521,0.440653203,Medium
TX000685,AC00123,578.49,16-10-2023 17:46,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13,04-11-2024 08:06,17,0,Monday,10,October,4,0,0,1,9230.333056,-385,0,2,2,0.089326496,5896.64,0,0,0,1,0,1,0,0,0,0,0,Senior (41-60),1,-0.475707636,Normal,0.244949061,0.475707636,Medium
TX000686,AC00071,119.3,28-08-2023 16:08,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,04-11-2024 08:08,16,0,Monday,8,August,3,0,0,1,10408.00028,-434,0,2,1,0.372765904,199.74,1,1,1,0,0,0,0,0,1,1,0,Middle (26-40),-1,-0.637240406,FRAUD,0.712941044,0.637240406,Critical
TX000687,AC00370,280.92,01-01-2024 18:21,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,04-11-2024 08:06,18,0,Monday,1,January,1,0,0,0,7381.7475,-308,0,1,0,0.053005274,5017.93,0,0,0,1,0,0,0,0,0,0,0,Senior (41-60),1,-0.505241713,Normal,0.330515049,0.505241713,High
TX000688,AC00330,42.42,01-06-2023 17:19,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,490.57,04-11-2024 08:09,17,3,Thursday,6,June,2,0,0,1,12518.82056,-522,0,1,3,0.086294933,448.15,0,0,0,0,0,0,0,0,1,1,0,Young (18-25),1,-0.480301178,Normal,0.258257449,0.480301178,Medium
TX000689,AC00218,77.03,19-06-2023 16:57,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1,11310.27,04-11-2024 08:08,16,0,Monday,6,June,2,0,0,1,12087.17028,-504,0,0,0,0.006810022,11233.24,0,0,0,1,1,0,0,0,0,0,0,Elderly (60+),1,-0.478182822,Normal,0.252120157,0.478182822,Medium
TX000690,AC00437,22.59,27-03-2023 16:12,Debit,Seattle,D000048,113.115.81.178,M060,ATM,62,Retired,45,1,3988.75,04-11-2024 08:08,16,0,Monday,3,March,1,0,0,1,14103.92944,-588,0,0,2,0.005662009,3966.16,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.415793442,Normal,0.07136594,0.415793442,Medium
TX000691,AC00287,568.76,09-10-2023 16:48,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,04-11-2024 08:12,16,0,Monday,10,October,4,0,0,1,9399.388611,-392,0,0,2,0.075983391,6915.56,0,0,0,1,0,1,0,0,0,0,0,Senior (41-60),1,-0.462476684,Normal,0.206616409,0.462476684,Medium
TX000692,AC00418,25.94,16-10-2023 18:53,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,04-11-2024 08:06,18,0,Monday,10,October,4,0,0,0,9229.218611,-385,1,1,2,0.00538609,4789.17,1,1,1,1,1,0,0,0,0,0,0,Senior (41-60),-1,-0.662937979,FRAUD,0.787391929,0.662937979,Critical
TX000693,AC00465,105.94,07-08-2023 16:02,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,04-11-2024 08:09,16,0,Monday,8,August,3,0,0,1,10912.11778,-455,0,2,1,0.017762948,5857.16,0,0,0,1,1,0,0,0,0,0,0,Senior (41-60),1,-0.452219241,Normal,0.176898594,0.452219241,Medium
TX000694,AC00011,733.29,15-03-2023 18:42,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,10427,04-11-2024 08:07,18,2,Wednesday,3,March,1,0,0,0,14389.41556,-600,0,0,0,0.070319333,9693.71,1,1,1,0,0,1,1,0,0,0,0,Senior (41-60),-1,-0.664539896,FRAUD,0.792032998,0.664539896,Critical
TX000695,AC00432,350.15,27-11-2023 16:18,Credit,Fresno,D000234,11.167.243.171,M052,ATM,21,Student,195,1,296.47,04-11-2024 08:08,16,0,Monday,11,November,4,0,0,1,8223.836667,-343,1,0,3,1.177093488,-53.68,0,0,0,1,0,0,0,0,1,1,1,Young (18-25),-1,-0.605335881,FRAUD,0.620507402,0.605335881,Critical
TX000696,AC00240,1151.18,25-08-2023 17:26,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,04-11-2024 08:07,17,4,Friday,8,August,3,0,0,1,10478.67639,-437,0,0,0,1.045519772,-51.12,0,0,0,0,0,1,1,1,1,0,1,Elderly (60+),-1,-0.625611677,FRAUD,0.679250345,0.625611677,Critical
